long,lat
-122.3585641,37.61180257
-122.3586944,37.61185841
-122.3588564,37.61192778
-122.3591038,37.6120331
-122.3593745,37.61214716
-122.359748,37.61230213
-122.3601312,37.6124582
-122.3606338,37.61265861
-122.3611335,37.61285319
-122.3617663,37.61309342
-122.3623768,37.61331902
-122.3631396,37.6135926
-122.3638642,37.61384408
-122.364642,37.61410534
-122.3655806,37.6144092
-122.3664701,37.61468679
-122.367548,37.61501074
-122.3685418,37.6152954
-122.3697387,37.61562145
-122.3708422,37.61590617
-122.3719855,37.61618544
-122.3733501,37.61649901
-122.3745983,37.61676849
-122.3758954,37.61703508
-122.3774348,37.61733455
-122.3788405,37.6175915
-122.3802839,37.61784164
-122.381977,37.61813065
-122.3834908,37.61813065
-122.3834908,37.61839567
-122.3854813,37.61874546
-122.3872931,37.61905961
-122.3888881,37.61933702
-122.3904932,37.61962331
-122.3923339,37.61996366
-122.3939464,37.6202745
-122.3955578,37.62060027
-122.3973714,37.62098786
-122.3992177,37.62140861
-122.4008356,37.62180016
-122.4026858,37.62227424
-122.404307,37.62271533
-122.4059308,37.62318518
-122.4075664,37.62368893
-122.4094259,37.62429923
-122.4110624,37.62486621
-122.4127129,37.62546526
-122.414619,37.62546526
-122.414619,37.62618935
-122.4165566,37.62696215
-122.4182613,37.62767311
-122.419982,37.62842277
-122.4219623,37.62932711
-122.4237,37.62932711
-122.4237,37.63015709
-122.425686,37.63115129
-122.4276744,37.63220483
-122.429635,37.63331347
-122.4313294,37.63433608
-122.4332425,37.63556776
-122.4348918,37.63670431
-122.436712,37.63804337
-122.4382898,37.63928114
-122.4398237,37.6405625
-122.4415153,37.64208142
-122.4429358,37.64345789
-122.4444859,37.64508329
-122.4457803,37.64655913
-122.4471658,37.64828544
-122.4482993,37.64983764
-122.4492091,37.65119782
-122.4503293,37.65305208
-122.4512182,37.65471063
-122.4520228,37.65641074
-122.4528231,37.65837777
-122.4534202,37.66012699
-122.4539176,37.66189944
-122.4543599,37.66394952
-122.4546345,37.66577175
-122.4548123,37.66785718
-122.4548439,37.66995314
-122.4547489,37.67179077
-122.4544977,37.67388909
-122.4542081,37.67545748
-122.4536949,37.67750326
-122.4531114,37.67930417
-122.4524076,37.68108301
-122.4514564,37.68308195
-122.4504964,37.68479499
-122.4492482,37.68671383
-122.447855,37.6885625
-122.4465149,37.69012421
-122.4448492,37.69183771
-122.4432784,37.69326853
-122.4413593,37.69481841
-122.439566,37.69610155
-122.4374176,37.6974607
-122.4351593,37.69870843
-122.4331002,37.69970382
-122.4309705,37.70060519
-122.4287772,37.70140897
-122.4261884,37.70220778
-122.4238831,37.70279154
-122.4212001,37.70332829
-122.4184767,37.7037232
-122.4160703,37.70395062
-122.4136938,37.70406554
-122.4109229,37.70406323
-122.4085027,37.70394093
-122.4060954,37.7037066
-122.4033707,37.70330244
-122.4006861,37.7027544
-122.398366,37.7027544
-122.398366,37.70215474
-122.3954726,37.70123179
-122.3932879,37.7003955
-122.3911689,37.69945861
-122.3888373,37.69826877
-122.3868725,37.69712034
-122.3847489,37.69570593
-122.3829879,37.69437616
-122.381331,37.69296255
-122.3795695,37.69125635
-122.3781376,37.68970148
-122.376609,37.68785859
-122.3751949,37.6859767
-122.3740343,37.68429943
-122.3729399,37.6825991
-122.3717599,37.68063384
-122.3707321,37.67880565
-122.3698162,37.67707994
-122.3687403,37.67492684
-122.3677938,37.67291173
-122.3670068,37.67114396
-122.366151,37.66912027
-122.3654332,37.6673373
-122.36475,37.66556417
-122.3640032,37.66353772
-122.3632896,37.6615119
-122.3626898,37.65974018
-122.3620264,37.65770604
-122.361469,37.65593654
-122.3609285,37.65416808
-122.3603291,37.65214814
-122.359747,37.65012921
-122.3592499,37.64836326
-122.358691,37.64633491
-122.3582134,37.64456938
-122.357676,37.64255139
-122.3572117,37.64078515
-122.3566861,37.63876571
-122.3561722,37.63677658
-122.3557171,37.63500718
-122.3552625,37.63323641
-122.3547421,37.63121094
-122.3542195,37.62918406
-122.3537596,37.62740999
-122.3532936,37.62562559
-122.3528265,37.6238528
-122.3523548,37.62208173
-122.3518093,37.62006046
-122.3512562,37.61804291
-122.3506207,37.61576786
-122.3500485,37.61376007
-122.3495395,37.61200767
-122.3489481,37.61001424
-122.3484248,37.60828351
-122.3478124,37.60631829
-122.3470046,37.60386509
-122.346418,37.60216314
-122.3455463,37.59974327
-122.3449113,37.59805802
-122.3443508,37.59661959
-122.343689,37.59497899
-122.3430928,37.59355435
-122.3423738,37.59190149
-122.3415187,37.59002557
-122.3406249,37.58816497
-122.3398085,37.58655076
-122.3389526,37.5849412
-122.3381942,37.58358204
-122.3371386,37.5817889
-122.3361709,37.58023953
-122.3353068,37.57892732
-122.3342565,37.57741641
-122.3331516,37.57591969
-122.3320031,37.57445643
-122.3308022,37.57301938
-122.3297299,37.57180977
-122.3282364,37.57023089
-122.3267347,37.5687568
-122.3252237,37.5673775
-122.3237282,37.56610593
-122.3221721,37.56487351
-122.3207897,37.56385027
-122.3191201,37.56269751
-122.3173896,37.5615916
-122.3156312,37.56055386
-122.3137817,37.55954951
-122.3118739,37.55860092
-122.3099093,37.55771108
-122.3081819,37.55699744
-122.3061177,37.55622477
-122.303991,37.55551541
-122.3018301,37.55488063
-122.2999433,37.55439447
-122.2977052,37.55389719
-122.2951039,37.55342403
-122.2931263,37.55313767
-122.2907807,37.55287835
-122.2880895,37.55268661
-122.2853738,37.55260444
-122.2833253,37.55261913
-122.2805764,37.55273246
-122.2781602,37.55290534
-122.2753793,37.55318764
-122.2729585,37.55349971
-122.26986,37.5539837
-122.2674728,37.55441822
-122.2651088,37.5548921
-122.2628102,37.5553848
-122.2604927,37.55590368
-122.2581938,37.55643152
-122.2559101,37.55695964
-122.2536382,37.55748703
-122.2513738,37.55800834
-122.2484624,37.55867359
-122.2462196,37.55918066
-122.2443048,37.55960776
-122.242077,37.56009578
-122.239855,37.56057015
-122.2376399,37.56103161
-122.2357329,37.56141868
-122.2335283,37.5618519
-122.2316424,37.56220991
-122.2291304,37.56266631
-122.2272481,37.56266631
-122.2272481,37.56299201
-122.2247391,37.56340417
-122.2225299,37.56340417
-122.2225299,37.56374483
-122.2200176,37.56410579
-122.2181313,37.56435892
-122.215298,37.56471047
-122.2124613,37.56502813
-122.2099775,37.56527699
-122.2077692,37.56547303
-122.2077692,37.56547303
