long,lat
-122.3594112,37.61215884
-122.3595788,37.61222942
-122.3598461,37.61234192
-122.3601409,37.61246596
-122.3604898,37.61246596
-122.3604898,37.61261272
-122.360987,37.61282179
-122.3614818,37.61302981
-122.3620307,37.61326041
-122.3626438,37.61351777
-122.3633263,37.61380398
-122.3641756,37.61415969
-122.3649743,37.61449377
-122.3658235,37.61484841
-122.3667469,37.61523344
-122.3678786,37.61570439
-122.3688991,37.61612807
-122.3699864,37.61657842
-122.3711095,37.61704233
-122.3725006,37.61761482
-122.3737321,37.61811628
-122.3750217,37.61863481
-122.3763639,37.61917422
-122.3777229,37.61917422
-122.3777229,37.61972306
-122.3791391,37.62029795
-122.3805365,37.62029795
-122.3805365,37.62086827
-122.3822142,37.62155713
-122.3838968,37.62225259
-122.3853276,37.62284767
-122.3867518,37.62344332
-122.3883928,37.62413367
-122.3897877,37.62472388
-122.3914327,37.62542384
-122.3927958,37.62600698
-122.3944096,37.62670238
-122.3957689,37.6272992
-122.3971566,37.62791183
-122.3984889,37.62791183
-122.3984889,37.62850004
-122.3999012,37.62912081
-122.4015002,37.6298187
-122.4028849,37.63041556
-122.4042868,37.63100981
-122.4059126,37.63168332
-122.4073256,37.63225276
-122.4089884,37.63290174
-122.4106677,37.63353203
-122.4121308,37.63405939
-122.4138321,37.63464596
-122.4153131,37.63513267
-122.4170677,37.63568008
-122.4185555,37.63611927
-122.4200555,37.63653879
-122.4218775,37.63701712
-122.4234245,37.63739667
-122.4249826,37.63775462
-122.4265622,37.63809301
-122.4281409,37.638407
-122.4299835,37.6387436
-122.4315818,37.63901014
-122.4334455,37.63929197
-122.4350606,37.63951173
-122.436976,37.6397438
-122.4385826,37.63991534
-122.4402288,37.64006998
-122.4421426,37.64006998
-122.4421426,37.64022383
-122.4437996,37.64033533
-122.4454263,37.64042598
-122.4473673,37.64051076
-122.4490248,37.64056388
-122.4506855,37.6406002
-122.452615,37.64062293
-122.4542816,37.640627
-122.4559623,37.64061778
-122.4579008,37.64059201
-122.4595864,37.64055751
-122.4615305,37.64050497
-122.4632326,37.64044897
-122.4651706,37.64037472
-122.4668541,37.64030245
-122.4688327,37.64020937
-122.4705212,37.64020937
-122.4705212,37.64012452
-122.4724824,37.64002088
-122.4744706,37.63991252
-122.4764626,37.63980228
-122.4781513,37.63980228
-122.4781513,37.63971077
-122.4798668,37.63962073
-122.4815734,37.63953621
-122.4835314,37.63944841
-122.4855503,37.63944841
-122.4855503,37.63937254
-122.4872607,37.63932185
-122.4892433,37.63932185
-122.4892433,37.63928472
-122.4909753,37.63927308
-122.4926575,37.6392832
-122.4943841,37.63931654
-122.4963424,37.63931654
-122.4963424,37.63938266
-122.4980591,37.63946869
-122.4997351,37.63957982
-122.5014058,37.6397162
