long,lat
-122.3593821,37.61214671
-122.3595441,37.61221493
-122.3597652,37.61230804
-122.3600977,37.61244799
-122.3604496,37.61259599
-122.3608633,37.61276993
-122.3613421,37.61276993
-122.3613421,37.61297112
-122.3618788,37.61319644
-122.3624758,37.61344684
-122.3632471,37.61377007
-122.3639506,37.61406452
-122.3648891,37.6144568
-122.3657366,37.6148105
-122.3666329,37.61518398
-122.3675759,37.61518398
-122.3675759,37.61557623
-122.3687584,37.61606704
-122.3698437,37.61651641
-122.3709497,37.61697314
-122.3721212,37.61745541
-122.37356,37.61804292
-122.3748406,37.61855823
-122.3761661,37.61855823
-122.3761661,37.61908975
-122.3775285,37.6196388
-122.3789208,37.62020274
-122.3805724,37.6208757
-122.3820021,37.62146176
-122.3834465,37.62205731
-122.3850984,37.62205731
-122.3850984,37.62274263
-122.3867816,37.62344564
-122.3881978,37.62404076
-122.3896044,37.62463502
-122.3908845,37.62517862
-122.3926253,37.625922
-122.39398,37.62650367
-122.3953663,37.62710163
-122.396732,37.62769304
-122.3983268,37.62838391
-122.3996967,37.62897586
-122.4012613,37.6296483
-122.4026503,37.63023902
-122.4042688,37.63091643
-122.4056662,37.6314887
-122.4073301,37.63215146
-122.4087334,37.63269204
-122.4101698,37.6332261
-122.4116308,37.63374734
-122.4130966,37.63424635
-122.414826,37.63424635
-122.414826,37.63480287
-122.4163249,37.63525601
-122.4180924,37.63575502
-122.4196231,37.63615522
-122.4214269,37.63658839
-122.4229985,37.63693231
-122.4248347,37.63729557
-122.4264205,37.63757683
-122.4280163,37.6378306
-122.4296211,37.63805728
-122.4312339,37.63825744
-122.4331356,37.63845926
-122.4347628,37.63860379
-122.4366678,37.63874158
-122.4382601,37.638832
-122.4402214,37.63891437
-122.441844,37.63895963
-122.4435153,37.63898576
-122.44543,37.63899181
-122.4470603,37.63897807
-122.4487154,37.63894743
-122.4506485,37.6388917
-122.4523072,37.63882789
-122.4539672,37.63875023
-122.4556287,37.63865962
-122.4575803,37.63853794
-122.4590135,37.63843871
-122.4608989,37.63829638
-122.4628555,37.63813503
-122.4650807,37.63793584
-122.4670297,37.63774863
-122.4687135,37.63757804
-122.4703872,37.63740134
-122.4725752,37.63740134
-122.4725752,37.63716244
-122.4743006,37.63697169
-122.4762513,37.63675729
-122.4779489,37.63657529
-122.4799328,37.63637223
-122.4819105,37.63618464
-122.4836095,37.63603863
-122.4853114,37.63590893
-122.4870149,37.63579727
-122.4890027,37.63569038
-122.4909656,37.63560989
-122.4929378,37.63555422
-122.4949185,37.63552358
-122.496613,37.63551743
-122.498867,37.63553772
-122.5005062,37.63557275
-122.5025269,37.6356392
-122.5047631,37.63574238
-122.5064356,37.63583988
-122.5086591,37.6359964
-122.5103216,37.63613345
-122.5122559,37.63631412
-122.5139208,37.63648765
-122.5155704,37.63667572
-122.5172164,37.6368791
-122.5191327,37.63713519
-122.5207606,37.63736866
-122.5226814,37.63766239
-122.5243157,37.63792738
-122.5259596,37.63820737
-122.5278625,37.63854751
-122.5294923,37.63885182
-122.5311212,37.63916736
-122.5327493,37.63916736
-122.5327493,37.63949359
-122.5343768,37.63982998
-122.5362637,37.63982998
-122.5362637,37.64023211
-122.5378677,37.64058373
-122.5397872,37.64101603
-122.54139,37.64138627
-122.543015,37.64176968
-122.5446621,37.64216609
-122.5468164,37.64269551
-122.5484404,37.64310221
-122.5506055,37.64310221
-122.5506055,37.64365391
-122.5524997,37.64365391
-122.5524997,37.64414498
-122.5543935,37.64464341
-122.5563093,37.64464341
-122.5563093,37.64515491
-122.5581792,37.64566103
-122.5600822,37.64618233
-122.561703,37.64663058
-122.5635928,37.64715835
-122.5652118,37.64761404
-122.5671018,37.64814381
-122.5689949,37.64866638
-122.5706327,37.64910723
-122.5725365,37.64960122
-122.5747207,37.65014236
-122.5763646,37.65053097
-122.5785636,37.65053097
-122.5785636,37.65102598
-122.5804939,37.65143759
-122.5817722,37.65169869
-122.5837802,37.6520908
-122.5860014,37.65249995
-122.5876705,37.65279112
-122.5898999,37.65315874
-122.5916097,37.6534244
-122.5938347,37.65374944
-122.5960631,37.65405215
-122.5977454,37.65426598
-122.5999909,37.65453246
-122.6016768,37.65471882
-122.6039267,37.65495002
-122.6059089,37.65513791
-122.6078809,37.65531091
-122.6098541,37.65547093
-122.6118286,37.65561857
-122.6138041,37.65575437
-122.6154981,37.65586193
-122.6172046,37.65586193
-122.6172046,37.65596248
-122.6188763,37.65605385
-122.6208784,37.65615454
-122.6225276,37.65623081
-122.6242715,37.65623081
-122.6242715,37.65630533
-122.6259687,37.65637212
-122.6279491,37.65644329
-122.6296116,37.65649759
-122.6313098,37.65654899
-122.63302,37.65659689
-122.63499,37.65664733
-122.6367243,37.65668766
-122.638388,37.65672278
-122.638388,37.65672278
